职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
投资银行部项目经理（高级）(000635),1.5-2.5万,上海·浦东新区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;客户沟通;维护客户关系;客户资源;cpa;持续督导;注册会计师;团队建设,金融机构 ipo
财务共享专员（银行方向）,7千-1万·13薪,东莞·长安镇,1年及以上,本科,广东东阳光药业股份有限公司,制药/生物工程,合资,10000人以上,,办公软件;excel;财务;结算;会计;财务软件;成本管理;会计核算;贷款;风险控制;食堂;单间宿舍,
聘银行测试工程师,4-8千,贵阳·观山湖区,无需经验,大专,贵州私人订制装修工程有限公司,建筑/建材/工程,民营,50-150人,周末双休;五险一金;年终奖金;定期体检,奖金;生日会;产假;法定节假;员工活动;职业发展;活动经费;节假日,
银行保安5千,4-6千,北京·大兴区,无需经验,,北京振远护卫有限公司,交通/运输/物流,国企,10000人以上,五险一金;专业培训;高温补贴;节日福利,月休4天;包三餐;包住宿;住房公积金,
Sr. Accountant 现金银行高级会计,1-1.2万·16薪,东莞·高埗镇,3年,本科,陆逊梯卡华宏（东莞）眼镜有限公司,奢侈品/收藏品/工艺品/珠宝,外资（欧美）,10000人以上,五险一金;带薪年假;带薪病假;绩效奖金;股票期权;专业培训;定期体检;有餐补,包住;免费班车,
DBA 工程师-英文沟通-双休银行项目,1.5-1.9万,广州·天河区,5年及以上,本科,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,双休,英文;postgresql;云数据库;存储引擎;sql性能调优;索引优化,
培训方案策划师（银行人才培养）,8千-1.1万,深圳·龙岗区,2年及以上,本科,深圳市创银嘉信企业管理咨询有限公司,教育/培训/院校,民营,50-150人,培训策划;培训项目方案;培训项目策划;周末双休;带薪年假,文案撰写;标书制作;文档编辑;ppt;成本预估,活动策划
银行白班不包住保安,3.3-3.7千,武汉·江岸区,1年,初中及以下,武汉市博泰保安服务有限公司,生活服务,民营,500-1000人,,准时发工资;无手续费;服装免费,
持枪银行运钞车押运保安,4-6千,北京·大兴区,无需经验,,北京振远护卫有限公司,交通/运输/物流,国企,10000人以上,五险一金;专业培训;高温补贴;节日福利,月休4天;包三餐;包住宿;住房公积金,
项目管理-外企银行-公积金全额,1.5-2万,西安,5-7年,本科,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,,英语;it;pm;公积金,
银行保安,4.2-4.8千,北京·海淀区,无需经验,初中及以下,众信华唐（北京）保安服务有限公司第一分公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金;节日福利;培训,白班;朝九晚五;服装;兼职;全职;日结;提供住宿;提供食宿;坐岗;包吃包住;提供车,
银行包吃住白班住行保安岗位,3.9-3.9千,武汉·江夏区,1年,高中,武汉市博泰保安服务有限公司,生活服务,民营,500-1000人,,月休4天;白班;包吃住;准时发工资;无手续费;服装免费,银行保安
八险三金 银行押运员 就近分配 做三休一,6-7千·13薪,上海·黄浦区,无需经验,中技/中专,上海文赟人力资源（集团）有限公司,互联网/电子商务,民营,少于50人,绩效奖金;年终奖金;五险一金;补充医疗保险;补充公积金,弹性工作;免费班车;正式工,银行押运员
