职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
投行业务董事,3-4.5万,上海·浦东新区,8年及以上,硕士,国华兴益保险资产管理有限公司,保险,民营,50-150人,五险一金;补充公积金;交通补贴;餐饮补贴;通讯补贴;绩效奖金;定期体检,团队管理;资产支持计划,债权投资计划
产品经理岗（投行、金融市场方向）,1.5-2万,佛山·南海区,2年及以上,本科,珠海华润银行股份有限公司,银行,国企,1000-5000人,补充医疗保险;餐饮补贴;年终奖金;定期体检;六险二金,投行,金融市场
投资银行部二级部门负责人(000583),1.5-2.5万,上海,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
综合岗助理（投资助理，投后管理）,1-1.5万·13薪,上海,2年及以上,本科,上海金盏企业服务集团有限公司,多元化业务集团公司,民营,50-150人,,,
投融资经理（半导体行业）,1.5-2.5万·14薪,上海·长宁区,3年及以上,硕士,宁波萃锦科技发展有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;绩效奖金;年终奖金;周末双休;股票期权,,
投资银行部二级部门负责人(000583),1.5-2.5万,深圳·福田区,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
行业研究员/股票研究员,9.5千-1万·13薪,上海·闵行区,无需经验,本科,易唯思商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,150-500人,五险一金;年终奖金,外资投行;二级行研;股票研究;股票分析师;CFA;DCF;公司估值;研报撰写,卖方研究 金融
HK/IFA顾问（深圳）,1.8-2.6万,深圳·罗湖区,3-5年,本科,飞昇管理咨询（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,未知,定期体检;员工旅游;双休,信托;经济;法律;风险管理;奖金,金融 金融行业 财富管理 客户关系维护 投资
信用业务部 融资服务岗,1.5-3万,上海·浦东新区,1年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;定期体检,,
002财富业务岗（苏州）,6-8千,苏州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
销售交易岗（投资管理总部）,1.5-2.5万,深圳·福田区,5年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,保险,证券从业资格;基金;信托;券商资管;企业客户资源;积累客户资源;业务开拓,销售 金融机构
高级投资经理,2-3万,南京·建邺区,3年及以上,硕士,南京市创新投资集团有限责任公司,金融/投资/证券,国企,50-150人,五险一金,投行并购,
股权（高级）投资经理,1.5-3万,上海·闵行区,3年及以上,本科,上海鉴唯企业发展有限公司,多元化业务集团公司,民营,未知,五险一金;员工旅游;定期体检;年终奖金;绩效奖金;带薪年假;节日福利,PE;VC,股权投资
销售交易岗（投资管理总部）,1.5-2.5万,上海,5年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,保险,证券从业资格;基金;信托;券商资管;企业客户资源;积累客户资源;业务开拓,销售 金融机构
机构业务部投资经理,1.5-3万,西安·长安区,无需经验,,华安证券股份有限公司西安西长安街证券营业部,金融/投资/证券,国企,1000-5000人,交通补贴;餐饮补贴;绩效奖金;定期体检;通讯补贴,客户资源;关系维护;机构经纪;项目拓展,
投资经理,2-2.5万,佛山·顺德区,5年及以上,本科,巴德富集团有限公司,石油/化工/矿产/地质,民营,1000-5000人,五险一金;节日福利;带薪年假;年终奖金;项目奖金;专业培训,包吃;定期团建,上市公司
投资经理（A-VP）,25-50万/年,上海·浦东新区,3年及以上,硕士,金浦产业投资基金管理有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;定期体检;餐饮补贴;通讯补贴;交通补贴,尽职调查;募资,路演 投资建议书 筛选投资标
股权投资投资助理,8千-1.2万,深圳·南山区,3年及以上,本科,新华控股（广东）有限公司,物业管理/商业中心,外资（非欧美）,50-150人,,,
市场拓展部—企业家办公室业务方向,1.5-3万,上海·浦东新区,3-4年,本科,中信证券股份有限公司上海浦东新区东方路证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;补充医疗保险;补充公积金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;专业培训;定期体检;补充养老保险,,
投资者关系,1.5-3万,上海·长宁区,5年及以上,本科,上海新微科技集团有限公司,电子技术/半导体/集成电路,国企,50-150人,五险一金,财务;经济;关系维护;cpa;投行;a股;央企,金融 金融机构 路演 投资者服务 上市公司
002财富业务岗（宁波）,6-8千,宁波,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
股权（高级）投资经理,1.5-3万,上海·闵行区,3年及以上,本科,上海鉴唯企业发展有限公司,多元化业务集团公司,民营,未知,五险一金;员工旅游;定期体检;年终奖金;绩效奖金;带薪年假;节日福利,PE;VC,股权投资
投资经理,1-2万·13薪,合肥,3-5年,硕士,合肥杰事杰新材料股份有限公司,原材料和加工,民营,500-1000人,五险一金;带薪年假,项目管理;化工;经济;材料;理工科;行业研究;融资方案,金融 投资 股权投资 上市公司
投资经理,2-2.5万,佛山·顺德区,5年及以上,本科,巴德富集团有限公司,石油/化工/矿产/地质,民营,1000-5000人,五险一金;节日福利;带薪年假;年终奖金;项目奖金;专业培训,包吃;定期团建,上市公司
002财富业务岗（无锡）,6-8千,无锡,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
行业研究员/投资经理,1.5-3万,上海·浦东新区,1年及以上,硕士,上海深梧资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;定期体检,私募,买方研究员
投融资助理,9千-1.5万,深圳·光明区,1年及以上,硕士,云杉高科集团有限公司,新能源,民营,500-1000人,专业培训;绩效奖金,数据分析;财务;经济;法律;关系维护;投后管理;新三板;新能源,金融 ipo 投融资
金融分析交易员,1-2万,西安,无需经验,本科,正利（西安）投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;专业培训;年终奖金;员工旅游;带薪年假;周末双休;节日福利,弹性工作,
机构业务岗(J10916),1-1.5万,南京,1年及以上,本科,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,绩效奖金;年终奖金;专业培训;交通补贴;节日福利;周末双休;做五休二;高温补贴;五险两金,体检,
投融资经理（半导体行业）,1.5-2.5万·14薪,上海·长宁区,3年及以上,硕士,宁波萃锦科技发展有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;绩效奖金;年终奖金;周末双休;股票期权,,
金融衍生品,8.5千-1万,广州·天河区,无需经验,本科,广州达富投资有限公司,多元化业务集团公司,民营,少于50人,五险一金;年终奖金;绩效奖金;下午茶,,
精英财富规划师,1-2万,长沙·芙蓉区,无需经验,本科,国联民生证券股份有限公司长沙万家丽中路证券营业部,金融/投资/证券,已上市,10000人以上,餐补;交通补贴;绩效奖金;年终奖;专业培训,资产配置;交通补助;弹性工作,市场营销 客户开发 财富管理 金融
机构业务岗（常州分公司）(J11043),8千-1.5万,常州,1年及以上,本科,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;定期体检;年终奖金;节日福利;高温补贴;培训;企业年金,法定节假,上市公司
环球金融规划师GFP,1-2万,深圳·福田区,无需经验,本科,保港（深圳）经纪服务有限公司,计算机软件,民营,未知,保险;高提成;高佣金,需求分析;理财计划方案;旅游;晋升;高薪;发展空间,金融行业 投资建议 金融理财
002财富业务岗（常州）,6-8千,常州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资实习,150元/天,上海·浦东新区,无需经验,本科,西安江岳私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;补充公积金;员工旅游;年终奖金,私募;公募;固收;项目跟踪;债券交易;券商,研究报告
国际业务机构销售（境外金融机构/FOF）,1-2万,上海·黄浦区,无需经验,本科,上海东证期货有限公司,金融/投资/证券,国企,500-1000人,保险;五险一金;补充医疗保险,咨询;期货从业资格;经济;关系维护;期货行业,销售 金融 销售策略 金融机构
HK/IFA顾问（深圳）,1.8-2.6万,深圳·罗湖区,3-5年,本科,飞昇管理咨询（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,未知,定期体检;员工旅游;双休,信托;经济;法律;风险管理;奖金,金融 金融行业 财富管理 客户关系维护 投资
投资顾问,9千-1.8万,南昌·西湖区,1年及以上,本科,中国平安人寿保险股份有限公司江西分公司,保险,已上市,10000人以上,补充医疗保险;带薪年假;年终奖金;绩效奖金;专业培训;出国机会;定期体检,定期团建,
证券投资部-权益类投资经理,3-4万,上海,5-7年,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,,扁平管理;领导好,
投资助理,3-5万,上海·长宁区,5年及以上,硕士,上海安所帕企业咨询服务有限公司,专业服务(咨询、人力资源、财会),民营,未知,,CFA;FRM;CPA,二级市场
信用业务部 融资服务岗,1.5-3万,上海·浦东新区,1年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;定期体检,,
投资经理（二级市场）,2.5-5万,北京,3年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,保险,数据分析;财务;基金;尽职调查;经济;宏观经济;国有企业;旅游,金融 金融产品 投资策略 投资组合
商务部长,2-2.5万,深圳·福田区,1年及以上,本科,深圳市深华控科技有限公司,金融/投资/证券,民营,50-150人,,日常管理;商务;商务拓展;商务流程;激励团队;投融;客户管理;高薪;佣金,金融 战略规划 行业趋势
机构业务岗（高净客户服务方向）（总部直属）,1.8-2.5万,北京·东城区,2年及以上,硕士,国联民生证券股份有限公司,计算机软件,外资（欧美）,50-150人,五险一金;绩效奖金;定期体检;年终奖金;专业培训;餐饮补贴,信托;考核;etf;券商,证券投资顾问 综合金融服务
行业研究员/投资经理,1.5-3万,上海·浦东新区,1年及以上,硕士,上海深梧资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;定期体检,私募,买方研究员
金融产品投资岗(J10322),2-3.5万,北京·西城区,3年及以上,硕士,国民养老保险股份有限公司,保险,国企,150-500人,保险,,
002财富业务岗（苏州）,6-8千,苏州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
投资经理（期货方向）(J10152),1.3-1.7万·16薪,上海·浦东新区,3年及以上,硕士,光大期货有限公司,金融/投资/证券,国企,500-1000人,,资产管理;需求对接;监管规定,金融 投资咨询 投资组合 投资管理 投资方案 投资研究
投资经理,1-2万,杭州·拱墅区,3年及以上,本科,国海良时期货有限公司,金融/投资/证券,国企,150-500人,五险一金;定期体检;绩效奖金;年终奖金;餐饮补贴,期货从业资格;资产管理,投资咨询 投资策略 投资管理 投资研究
投资银行部二级部门负责人(000583),1.5-2.5万,南昌·红谷滩区,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
