职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
基金经理（主管级）,12-24万/年,武汉·洪山区,5年及以上,本科,湖北珞珈实验室,学术/科研,事业单位,150-500人,五险一金;通讯补贴;年终奖金;定期体检,基金;方案设计;经济;法律;cfa;系统维护;备案;frm,金融 投资
行业研究员/股票研究员,5千-1万,上海,无需经验,本科,上海元涞私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金,基金产品,研究报告 投资 股票投资 个股研究报告 价值投资
浙江分公司-财富客户部-理财经理G00138,1.3-2.5万,杭州,2年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
国内期货交易员,8千-1.5万,成都·高新区,3年及以上,,上海淡然资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;年终奖金,交易员;操盘手;股票;期货;外汇;衍生品;外盘;分析师;基金经理,私募基金
A股短线操盘手（可异地线上）,1-2万,,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训;弹性工作;周末双休,股票;节假日,证券
金融交易员,8千-1.5万·13薪,成都·高新区,2年及以上,,上海淡然资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;年终奖金,交易员;操盘手;期货;股票;股指期货;外汇;外盘,金融衍生品 证券 私募基金
交易员,1.4-2.1万,北京,无需经验,,杭州恒赢自有资金投资有限公司,电子技术/半导体/集成电路,民营,未知,周末双休,时间自由;无责底薪;节假日;法定节假,
招聘经理/主管,8-15万/年,赣州·章贡区,3年及以上,本科,赣州朱师傅预混饲料事业有限公司,农/林/牧/渔,民营,1000-5000人,绩效奖金;年终奖金;专业培训;定期体检;餐饮补贴;员工旅游;节日福利;带薪年假;通讯补贴;交通补贴;五险,,
理财经理岗,1-2万,德阳,1年及以上,本科,中国银河证券股份有限公司德阳凯江路证券营业部,金融/投资/证券,国企,10000人以上,带薪年假;工会福利;餐补;五险一金;交通补贴;绩效奖金,证券从业资格;产品配置;基金从业资格;保险,销售 证券
投资经理/基金经理,8千-1.6万,上海·黄浦区,3年及以上,本科,上海恒如投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;餐饮补贴;带薪年假;节日福利;周末双休;股票期权,,
证券基金经理,2-3.5万,深圳·南山区,5年及以上,本科,深圳市善缘金基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;带薪年假;绩效奖金;专业培训,招聘;定期团建,金融机构 投资 投资管理
私募证券投资基金经理,1-1.2万,重庆·渝北区,3-4年,大专,四川巴罗股权投资基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金,,
私募基金经理,15-30万/年,成都·武侯区,5年,本科,华熙投创（成都）城市建设发展有限公司,房地产,民营,少于50人,带薪年假,数据分析;经济;市场分析;行业研究;基金运作,金融 私募基金 资本市场 投资策略制定 控制投资风险
私募基金经理,2-2.5万,深圳,3年及以上,本科,深圳市福克斯投资有限公司,金融/投资/证券,民营,少于50人,绩效奖金,,
基金经理助理/行业研究员,1.5-3万,上海·浦东新区,无需经验,本科,上海深梧资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;定期体检,,买方研究员
人保资产-固收基金经理-社会招聘(J76480),5-8万,上海,5年及以上,硕士,中国人保资产管理有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;带薪年假;绩效奖金;定期体检;零食下午茶;有餐补;年终奖金,保险;子女医疗保险,
证券投资基金经理助理,8千-1万,上海·浦东新区,无需经验,本科,宁波梅山保税港区盛麒资产管理有限公司,金融/投资/证券,民营,少于50人,,,
债券基金经理（富安达基金）(J11041),3-5万,上海·浦东新区,5年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
运营服务经理,1.3-1.5万,北京,1年及以上,本科,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,五险一金;周末双休,基金;信托;经济;债券;文职;增值服务;运营服务;节假日休;早九晚六,金融 投资
健康养老规划师,2.5-5万,杭州·上城区,2年及以上,大专,泰康人寿保险有限责任公司浙江分公司,保险,合资,10000人以上,双休;专业培训;年终奖;意外险,房地产;基金;维护客户关系;开发客户;养老社区;奖金,销售 银行 证券
债券研究员/债券基金经理助理,1-2万,广州·天河区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;专业培训;周末双休,数据分析;基金;债券;交易;公司研究;信用研究,投资 私募 行业分析
研究员/财务分析师（ 重点培养 储备基金经理 ）,1-1.8万,珠海,无需经验,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金;周末双休,会计,金融
日照分公司-产业客户部-客户经理G00677,6千-1.2万,日照,3年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
CTA量化基金经理,1.5-3万,杭州·滨江区,3年及以上,本科,浙江景诚实业有限公司,金融/投资/证券,民营,50-150人,,,
债券研究员/债券基金经理助理,1-2万,深圳·南山区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金,经济;入库;cfa;cpa;宏观经济;信用债;债券市场;债券交易,金融 研究报告
人保资产-权益量化基金经理-社会招聘(J76767),4-7万,上海,5年及以上,硕士,中国人保资产管理有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;带薪年假;绩效奖金;定期体检;零食下午茶;有餐补;年终奖金,保险;子女医疗保险,
量化基金经理,4-8万,深圳·南山区,3年及以上,本科,嘉年禾有限公司,租赁服务,外资（非欧美）,少于50人,,计算机;团队管理;期货;数学;股票;深度学习;数学建模;套利,金融 量化交易
投资并购经理,1.5-2.5万,深圳·福田区,3年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,周末双休;五险一金,财务;经济;法律;企业管理;法律法规;尽调报告;报告撰写;并购;免费住宿,金融 股权投资
基金投资经理,1.5-3万,宁波·江北区,5-7年,本科,浙江宁聚投资管理有限公司,金融/投资/证券,民营,50-150人,五险一金;定期体检,基金;股票,私募 投资研究 额外投资奖金
私募股权基金投资经理,8千-1.2万,大连·沙河口区,3年及以上,本科,大连市南禾麟贸易有限公司,贸易/进出口,民营,未知,,投后管理,投资 投资分析 金融
基金投资岗,1.5-2.5万,南京·建邺区,3年及以上,硕士,南京市创新投资集团有限责任公司,金融/投资/证券,国企,50-150人,五险一金,母基金,
投资策略分析师（股票 / 基金 / 大类资产配置方向）,1-2万,上海·徐汇区,5年及以上,本科,上海正善合文化传播发展有限公司,教育/培训/院校,民营,少于50人,,授课;基金;股票;课程研发;课程授课;大类资产配置,金融 投资
私募基金研究员,1.5-2.5万,上海·浦东新区,3年及以上,硕士,深圳市永佑顺财务代理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,,证券从业资格;编程;写作;尽调;数理统计;定量分析;搭建模型,客户服务 研究报告 基金投资
证券投资部-权益类投资经理,3-4万,上海,5-7年,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,,扁平管理;领导好,
投资经理,1-2万,杭州·拱墅区,3年及以上,本科,国海良时期货有限公司,金融/投资/证券,国企,150-500人,五险一金;定期体检;绩效奖金;年终奖金;餐饮补贴,期货从业资格;资产管理,投资咨询 投资策略 投资管理 投资研究
证券投研岗,1.5-2.5万,深圳·福田区,3年及以上,本科,国建鹏城（深圳）投资有限公司,金融/投资/证券,民营,150-500人,五险一金;补充医疗保险,药学;医药;医学;医疗器械;生物学;基金;经济学;cfa,金融 投资建议 上市公司
投资经理（投资交易总部）,1.5-2.5万,上海,3年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;资产配置;交易指令;信用风险;市场环境;专业分析,投资策略 投资计划 优化投资组合 控制投资风险
私募基金法定代表人（总经理）,30-60万/年,成都·武侯区,8年及以上,本科,华熙投创（成都）城市建设发展有限公司,房地产,民营,少于50人,五险一金;绩效奖金;年终奖金;专业培训;餐饮补贴;定期体检;员工旅游;通讯补贴;交通补贴,招聘;合规管理,
私募基金法定代表人（总经理）,2-3万,深圳·南山区,5年及以上,本科,江西辉腾供应链管理有限公司,金融/投资/证券,民营,50-150人,年终奖金;股票期权;周末双休;社保,管理;基金;经济管理;高管;全职,金融机构 私募 投资决策
股票投资经理,1.2-2.4万,厦门,5年及以上,本科,君龙人寿保险有限公司,保险,合资,150-500人,年金;五险一金;补充医疗保险,经济;调研;cfa;投研;frm,金融 证券从业 投资 路演 研究报告 上市公司
可转债投资经理,2.5-3.5万,深圳·福田区,6年及以上,硕士,深圳市永佑顺财务代理有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;定期体检;绩效奖金;年终奖金;专业培训;餐饮补贴,基金从业资格;可转债,投资建议 投资组合 证券
国企基金公司总经理兼投资总监（正编）,20-40万/年,抚州,5年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,五险一金,基金备案,
渠道理财部总监（富安达基金）(J11038),3-4万,上海·浦东新区,5年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
私募基金风控总监,2-3万,南昌·红谷滩区,5年及以上,本科,江西辉腾供应链管理有限公司,金融/投资/证券,民营,50-150人,绩效奖金;业绩提成,基金;法律;cfa;风险控制;合规管理;风控;股权激励,金融机构 私募基金管理 银行
基金/投资助理,10-14万/年,宁波·江北区,无需经验,本科,宁波蓝湖投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;定期体检;绩效奖金,基金;顾问;理财;经济,投资 金融
华南银行机构客户经理,2-3万,深圳,3年及以上,硕士,前海开源基金管理有限公司,金融/投资/证券,民营,150-500人,绩效奖金;年终奖金;员工旅游;定期体检;餐饮补贴;带薪年假;节日福利;培训,,
基金经理,8千-1.2万,广州·天河区,10年及以上,本科,广州佳海机电设备有限公司,机械/设备/重工,民营,少于50人,五险一金;绩效奖金,财务;基金;调研;投研;交易指令;股票市场,投资 投资策略 投资组合管理 股票投资组合
艺术品投资基金经理,1.5-2万,上海,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,,上市公司
基金经理,1.5-2.5万,杭州·滨江区,5年及以上,本科,浙江景诚实业有限公司,金融/投资/证券,民营,50-150人,周末双休;带薪年假;绩效奖金;五险一金;定期体检;员工旅游,,
高级研究员（基金经理）,25-50万/年,,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金,基金;期货;数据分析;外汇;理财;股票;高级研究员,证券
上海世纪大道分公司-机构客户部-机构客户经理G00142,1.2-2万,上海,1年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,期货;基金;补充医保,证券
投资岗,1.3-2万,武汉·洪山区,5年及以上,本科,武汉东湖高新集团股份有限公司,房地产,国企,1000-5000人,五险一金;带薪年假;通讯补贴;节日福利;交通补贴,天使基金;基金从业资格,
基金投资部总监,2-3万,南昌·红谷滩区,5年及以上,本科,江西辉腾供应链管理有限公司,金融/投资/证券,民营,50-150人,业绩提成;绩效奖金,管理;谈判;团队管理;信托;cfa;cpa;股权激励,金融 金融机构 投资组合 上市公司
资金经理-跨境 (MJ000368),2-3万,上海·长宁区,8年及以上,本科,橙联（中国）有限公司,互联网/电子商务,合资,150-500人,五险一金;补充医疗保险;定期体检;年终奖金;培训;专业培训;出国机会,跨国企业;团队建设;发展空间,
美股研究助理,8千-1.2万,上海,无需经验,本科,上海道杰投资有限公司,金融/投资/证券,民营,少于50人,,财务;英语听读,
资产管理中心-业务一部-业务经理（深圳） G00610,1.3-2.5万,深圳·福田区,1年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;补充企业年金;专业培训,,
